# source=omni.marble.coaster Kit extension (PhysX + PINN)
# charge_voltage_V=300.0
# capacitance_uF=470.0
# num_turns=30
# chi_eff=3.0
# inductance_uH=12.4061
# R_total_ohm=0.11021
# stored_energy_J=21.15
# rlc_regime=underdamped
# pinn_checkpoint=pinn_best.pt
# pinn_step=250000
# pinn_derived_b=True
# approach_velocity_mm_s=208.33
# exit_velocity_mm_s=937.5
# boost_ratio=4.5
# gate_vel_in_1_t_s=0.194
# gate_vel_in_2_t_s=0.29
# gate_entry_t_s=0.386
# gate_cutoff_t_s=0.418
# gate_vel_out_1_t_s=0.482
# gate_vel_out_2_t_s=0.546
t_s,x_mm,y_mm,z_mm,z_along_mm,r_mm,vx_mm_s,vy_mm_s,vz_mm_s,vel_axial_mm_s,current_A,V_cap_V,F_z_mN,F_r_mN,Bz_T,wire_temp_C,triggered,pulse_cut
0.002,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.004,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.006,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.008,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.01,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.012,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.014,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.016,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.018,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.02,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.022,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.024,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.026,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.028,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.03,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.032,0.3135,-20.0,12.0,-79.4235,7.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.034,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.036,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.038,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.04,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.042,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.044,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.046,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.048,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.05,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.052,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.054,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.056,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.058,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.06,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.062,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.064,0.2744,-19.9463,7.1485,-79.3698,2.1491,-27.7628,38.088,-10.2842,38.088,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.066,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.068,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.07,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.072,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.074,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.076,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.078,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.08,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.082,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.084,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.086,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.088,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.09,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.092,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.094,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.096,-0.4842,-18.0739,6.8594,-77.4974,2.0281,-6.1521,75.4929,-11.3641,75.4929,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.098,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.1,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.102,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.104,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.106,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.108,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.11,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.112,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.114,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.116,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.118,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.12,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.122,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.124,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.126,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.128,0.0637,-15.0049,6.2583,-74.4284,1.2852,25.7107,114.3736,-19.6739,114.3736,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.13,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.132,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.134,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.136,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.138,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.14,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.142,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.144,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.146,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.148,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.15,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.152,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.154,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.156,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.158,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.16,0.3184,-10.7228,5.5278,-70.1463,0.5278,-12.8053,151.6638,-28.3882,151.6638,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.162,-0.2846,-5.2078,4.5494,-64.6313,0.7584,-12.1641,190.5658,-31.1604,190.5658,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.164,-0.2846,-5.2078,4.5494,-64.6313,0.7584,-12.1641,190.5658,-31.1604,190.5658,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.166,-0.2846,-5.2078,4.5494,-64.6313,0.7584,-12.1641,190.5658,-31.1604,190.5658,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.168,-0.2846,-5.2078,4.5494,-64.6313,0.7584,-12.1641,190.5658,-31.1604,190.5658,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.17,-0.2846,-5.2078,4.5494,-64.6313,0.7584,-12.1641,190.5658,-31.1604,190.5658,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.172,-0.2846,-5.2078,4.5494,-64.6313,0.7584,-12.1641,190.5658,-31.1604,190.5658,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.174,-0.2846,-5.2078,4.5494,-64.6313,0.7584,-12.1641,190.5658,-31.1604,190.5658,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.176,-0.2846,-5.2078,4.5494,-64.6313,0.7584,-12.1641,190.5658,-31.1604,190.5658,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.178,-0.2846,-5.2078,4.5494,-64.6313,0.7584,-12.1641,190.5658,-31.1604,190.5658,0.0,300.0,0.0,0.0,0.0,20.0,0,0
0.18,-0.2846,-5.2078,4.5494,-64.6313,0.7584,-12.1641,190.5658,-31.1604,190.5658,0.0,300.0,0.0,0.0,0.0,20.0,0,0
